Checking Account,Duration,Credit History,Purpose,Credit Amount,Savings,Present Employment Time,Installment Rate,Personal Status,Guarantors,Residence Time,Property,Age,Other Plans,Housing,Existing Credits,Job,Num of People,Telephone,Foreign Worker,gender,labels
A11,24,A34,A43,1231,A64,A75,4,divorced/seperated/married,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,female,1
A12,20,A33,A410,2629,A61,A73,2,single,A101,3,A123,29,A141,A152,2,A173,1,A192,A201,male,1
A14,48,A34,A43,3578,A65,A75,4,single,A101,1,A121,47,A143,A152,1,A173,1,A192,A201,male,1
A14,15,A34,A40,5045,A65,A75,1,divorced/seperated/married,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,female,1
A11,12,A32,A43,1498,A61,A73,4,divorced/seperated/married,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,female,1
A14,10,A32,A40,1309,A65,A73,4,single,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,male,0
A14,10,A32,A41,2901,A65,A72,1,divorced/seperated/married,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,female,1
A12,30,A30,A49,4280,A62,A73,4,divorced/seperated/married,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,female,0
A11,12,A34,A40,3499,A61,A73,3,divorced/seperated/married,A102,2,A121,29,A143,A152,2,A173,1,A191,A201,female,0
A11,24,A32,A43,3660,A61,A73,2,divorced/seperated/married,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,female,1
A14,24,A32,A43,1901,A62,A73,4,single,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,male,1
A14,10,A32,A43,1924,A61,A73,1,single,A101,4,A122,38,A143,A152,1,A173,1,A192,A202,male,1
A14,12,A34,A43,797,A65,A75,4,divorced/seperated/married,A101,3,A122,33,A141,A152,1,A172,2,A191,A201,female,0
A11,10,A34,A40,2241,A61,A72,1,single,A101,3,A121,48,A143,A151,2,A172,2,A191,A202,male,1
A14,24,A34,A43,2424,A65,A75,4,single,A101,4,A122,53,A143,A152,2,A173,1,A191,A201,male,1
A11,10,A34,A40,1038,A61,A74,4,single,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,male,1
A14,12,A32,A42,1123,A63,A73,4,divorced/seperated/married,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,female,0
A14,12,A34,A43,717,A61,A75,4,single,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,male,1
A12,24,A33,A43,1553,A62,A74,3,divorced/seperated/married,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,female,1
A13,36,A32,A43,4473,A61,A75,4,single,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,male,1
A11,24,A32,A41,2924,A61,A73,3,single,A103,4,A124,63,A141,A152,1,A173,2,A192,A201,male,1
A14,36,A32,A43,2394,A65,A73,4,divorced/seperated/married,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,female,1
A12,54,A30,A49,15945,A61,A72,3,single,A101,4,A124,58,A143,A151,1,A173,1,A192,A201,male,0
A11,36,A34,A41,9629,A61,A74,4,single,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,male,0
A11,24,A32,A43,1938,A61,A72,4,divorced/seperated,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,male,0
A12,12,A32,A42,983,A64,A72,1,divorced/seperated/married,A101,4,A121,19,A143,A151,1,A172,1,A191,A201,female,1
A12,13,A34,A43,882,A61,A72,4,single,A103,4,A121,23,A143,A152,2,A173,1,A191,A201,male,1
A14,12,A34,A42,3331,A61,A75,2,single,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,male,1
A11,18,A32,A43,2389,A61,A72,4,divorced/seperated/married,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,female,1
A13,15,A32,A46,1905,A61,A75,4,single,A101,4,A123,40,A143,A151,1,A174,1,A192,A201,male,1
A14,15,A32,A42,2708,A61,A72,2,single,A101,3,A122,27,A141,A152,2,A172,1,A191,A201,male,1
A11,12,A32,A46,684,A61,A73,4,single,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,male,0
A14,33,A34,A41,7253,A61,A74,3,single,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,male,1
A14,36,A32,A42,3349,A61,A73,4,divorced/seperated/married,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,female,0
A14,24,A34,A43,2611,A61,A75,4,married/widowed,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,male,1
A14,15,A34,A43,1360,A61,A73,4,single,A101,2,A122,31,A143,A152,2,A173,1,A191,A201,male,1
A14,30,A34,A43,6742,A65,A74,2,single,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,male,1
A11,12,A34,A41,1526,A61,A75,4,single,A101,4,A124,66,A143,A153,2,A174,1,A191,A201,male,1
A14,7,A33,A43,846,A65,A75,3,single,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,male,1
A14,28,A31,A41,7824,A65,A72,3,single,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,male,1
A14,12,A32,A49,1542,A61,A74,2,single,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,male,1
A14,9,A34,A46,936,A63,A75,4,single,A101,2,A123,52,A143,A152,2,A173,1,A192,A201,male,1
A11,9,A34,A45,1288,A62,A75,3,single,A103,4,A121,48,A143,A152,2,A173,2,A191,A202,male,1
A14,30,A34,A43,5771,A61,A74,4,divorced/seperated/married,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,female,1
A14,36,A32,A46,1819,A61,A73,4,single,A101,4,A124,37,A142,A153,1,A173,1,A192,A201,male,0
A11,12,A30,A40,1082,A61,A73,4,single,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,male,0
A14,27,A32,A45,5190,A65,A75,4,single,A101,4,A122,48,A143,A152,4,A173,2,A192,A201,male,1
A11,12,A31,A40,697,A61,A72,4,single,A101,2,A123,46,A141,A152,2,A173,1,A192,A201,male,0
A14,18,A34,A43,6070,A61,A75,3,single,A101,4,A123,33,A143,A152,2,A173,1,A192,A201,male,1
A12,48,A32,A40,6560,A62,A74,3,single,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,male,0
A14,12,A34,A43,1655,A61,A75,2,single,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,male,1
A12,42,A34,A49,5954,A61,A74,2,divorced/seperated/married,A101,1,A121,41,A141,A152,2,A172,1,A191,A201,female,1
A14,36,A34,A40,6614,A61,A75,4,single,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,male,1
A12,24,A34,A41,7758,A64,A75,2,divorced/seperated/married,A101,4,A124,29,A143,A151,1,A173,1,A191,A201,female,1
A11,10,A32,A43,2315,A61,A75,3,single,A101,4,A121,52,A143,A152,1,A172,1,A191,A201,male,1
A14,21,A32,A42,2241,A61,A75,4,single,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,male,1
A14,24,A34,A40,1940,A64,A75,4,single,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,male,1
A14,24,A34,A45,5507,A61,A75,3,single,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,male,1
A14,15,A34,A42,1520,A65,A75,4,single,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,male,1
A11,6,A34,A40,666,A64,A74,3,divorced/seperated/married,A101,4,A121,39,A143,A152,2,A172,1,A192,A201,female,1
A14,24,A32,A42,3062,A63,A75,4,single,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,male,1
A12,30,A34,A40,2181,A65,A75,4,single,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,male,1
A12,15,A31,A40,1264,A62,A73,2,married/widowed,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,male,0
A14,15,A32,A41,4657,A61,A73,3,single,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,male,1
A13,12,A32,A43,1881,A61,A73,2,divorced/seperated/married,A101,2,A123,44,A143,A151,1,A172,1,A192,A201,female,1
A12,48,A32,A43,3060,A61,A74,4,single,A101,4,A121,28,A143,A152,2,A173,1,A191,A201,male,0
A12,15,A34,A49,2326,A63,A73,2,single,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,male,1
A11,12,A32,A42,1289,A61,A73,4,single,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,male,1
A12,12,A34,A44,1424,A61,A74,4,single,A101,3,A122,26,A143,A152,1,A173,1,A191,A201,male,1
A14,24,A32,A41,3488,A62,A74,3,divorced/seperated/married,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,female,1
A12,6,A32,A43,590,A61,A72,3,married/widowed,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,male,1
A12,48,A32,A43,5951,A61,A73,2,divorced/seperated/married,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,female,0
A11,18,A31,A40,1442,A61,A74,4,single,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,male,0
A11,12,A32,A42,1282,A61,A73,2,divorced/seperated/married,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,female,0
A14,9,A32,A40,2507,A63,A75,2,single,A101,4,A124,51,A143,A153,1,A172,1,A191,A201,male,1
A12,60,A32,A40,14027,A61,A74,4,single,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,male,0
A13,10,A32,A44,1225,A61,A73,2,single,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,male,1
A14,30,A32,A43,1867,A65,A75,4,single,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,male,1
A14,15,A32,A41,1300,A65,A75,4,single,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,male,1
A13,10,A32,A40,3949,A61,A72,1,single,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,male,1
A11,24,A32,A40,2303,A61,A75,4,single,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,male,0
A14,12,A34,A43,2331,A65,A75,1,single,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,male,1
A12,24,A34,A43,1743,A61,A75,4,single,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,male,1
A14,10,A32,A40,1418,A62,A73,3,single,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,male,1
A14,18,A32,A40,1820,A61,A73,2,married/widowed,A101,2,A122,30,A143,A152,1,A174,1,A192,A201,male,1
A14,15,A32,A42,2221,A63,A73,2,divorced/seperated/married,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,female,1
A11,24,A32,A42,2359,A62,A71,1,divorced/seperated,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,male,0
A11,12,A34,A40,2121,A61,A73,4,single,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,male,1
A14,11,A34,A40,1393,A61,A72,4,divorced/seperated/married,A101,4,A123,35,A143,A152,2,A174,1,A191,A201,female,1
A12,42,A31,A41,9283,A61,A71,1,single,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,male,1
A11,6,A34,A43,1169,A65,A75,4,single,A101,4,A121,67,A143,A152,2,A173,1,A192,A201,male,1
A12,18,A33,A45,6204,A61,A73,2,single,A101,4,A121,44,A143,A152,1,A172,2,A192,A201,male,1
A13,24,A34,A43,3148,A65,A73,3,single,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,male,1
A11,12,A32,A40,3651,A64,A73,1,single,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,male,1
A14,6,A34,A43,700,A65,A75,4,single,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,male,1
A14,18,A32,A41,3378,A65,A73,2,single,A101,1,A122,31,A143,A152,1,A173,1,A192,A201,male,1
A11,6,A32,A46,448,A61,A72,4,divorced/seperated/married,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,female,0
A14,36,A33,A41,8947,A65,A74,3,single,A101,2,A123,31,A142,A152,1,A174,2,A192,A201,male,1
A14,24,A32,A40,1474,A62,A72,4,married/widowed,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,male,1
A11,48,A32,A44,3051,A61,A73,3,single,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,male,0
A14,12,A34,A49,1412,A61,A73,4,divorced/seperated/married,A103,2,A121,29,A143,A152,2,A174,1,A192,A201,female,1
A13,24,A32,A42,3749,A61,A72,2,divorced/seperated/married,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,female,1
A11,12,A32,A40,1274,A61,A72,3,divorced/seperated/married,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,female,0
A14,12,A34,A46,2748,A61,A75,2,divorced/seperated/married,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,female,1
A11,15,A32,A40,1403,A61,A73,2,divorced/seperated/married,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,female,1
A11,18,A33,A46,8471,A65,A73,1,divorced/seperated/married,A101,2,A123,23,A143,A151,2,A173,1,A192,A201,female,1
A12,18,A30,A40,2278,A62,A72,3,divorced/seperated/married,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,female,0
A11,12,A34,A40,691,A61,A75,4,single,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,male,0
A14,12,A34,A42,1402,A63,A74,3,divorced/seperated/married,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,female,1
A14,12,A33,A45,1555,A64,A75,4,single,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,male,0
A14,48,A32,A43,10222,A65,A74,4,single,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,male,1
A14,12,A34,A40,1495,A61,A75,4,single,A101,1,A121,38,A143,A152,2,A172,2,A191,A201,male,1
A14,24,A32,A43,5943,A65,A72,1,divorced/seperated/married,A101,1,A123,44,A143,A152,2,A173,1,A192,A201,female,0
A14,60,A32,A43,10144,A62,A74,2,divorced/seperated/married,A101,4,A121,21,A143,A152,1,A173,1,A192,A201,female,1
A12,9,A32,A42,959,A61,A73,1,divorced/seperated/married,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,female,0
A11,24,A32,A42,4169,A61,A73,4,single,A101,4,A122,28,A143,A152,1,A173,1,A191,A201,male,1
A12,15,A31,A40,6850,A62,A71,1,single,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,male,0
A12,12,A32,A43,1567,A61,A73,1,divorced/seperated/married,A101,1,A123,22,A143,A152,1,A173,1,A192,A201,female,1
A11,20,A32,A42,2212,A65,A74,4,single,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,male,1
A13,24,A32,A43,1258,A63,A73,3,divorced/seperated/married,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,female,1
A12,9,A34,A46,1501,A61,A75,2,divorced/seperated/married,A101,3,A123,34,A143,A152,2,A174,1,A192,A201,female,0
A14,24,A33,A40,2032,A61,A75,4,single,A101,4,A124,60,A143,A153,2,A173,1,A192,A201,male,1
A11,24,A32,A41,2812,A65,A75,2,divorced/seperated/married,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,female,1
A14,30,A34,A43,3077,A65,A75,3,single,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,male,1
A12,18,A32,A43,1113,A61,A73,4,divorced/seperated/married,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,female,1
A12,30,A32,A42,3441,A62,A73,2,divorced/seperated/married,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,female,0
A12,36,A30,A49,1953,A61,A75,4,single,A101,4,A124,61,A143,A153,1,A174,1,A192,A201,male,0
A12,12,A32,A42,2762,A65,A75,1,divorced/seperated/married,A101,2,A122,25,A141,A152,1,A173,1,A192,A201,female,0
A14,36,A34,A40,7855,A61,A73,4,divorced/seperated/married,A101,2,A121,25,A142,A152,2,A173,1,A192,A201,female,0
A11,8,A34,A40,3398,A61,A74,1,single,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,male,1
A13,15,A34,A43,1271,A65,A73,3,single,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,male,0
A11,48,A32,A41,10297,A61,A74,4,single,A101,4,A124,39,A142,A153,3,A173,2,A192,A201,male,0
A11,21,A34,A40,571,A61,A75,4,single,A101,4,A121,65,A143,A152,2,A173,1,A191,A201,male,1
A11,12,A32,A43,674,A62,A74,4,married/widowed,A101,1,A122,20,A143,A152,1,A173,1,A191,A201,male,0
A11,36,A32,A41,5493,A61,A75,2,single,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,male,1
A14,12,A32,A40,2859,A65,A71,4,single,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,male,1
A14,12,A32,A43,2279,A65,A73,4,single,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,male,1
A14,18,A34,A43,1149,A64,A73,4,single,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,male,1
A12,15,A33,A45,1512,A64,A73,3,married/widowed,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,male,0
A14,60,A33,A43,15653,A61,A74,2,single,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,male,1
A12,36,A33,A40,7432,A61,A73,2,divorced/seperated/married,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,female,1
A14,21,A32,A49,1572,A64,A75,4,divorced/seperated/married,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,female,1
A11,12,A32,A42,7865,A61,A75,4,single,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,male,0
A14,9,A32,A43,2753,A62,A75,3,single,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,male,1
A12,30,A34,A40,4249,A61,A71,4,married/widowed,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,male,0
A11,36,A34,A46,8065,A61,A73,3,divorced/seperated/married,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,female,0
A11,6,A34,A40,609,A61,A74,4,divorced/seperated/married,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,female,1
A12,9,A34,A43,1154,A61,A75,2,single,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,male,1
A12,12,A32,A43,625,A61,A72,4,married/widowed,A103,1,A121,26,A141,A152,1,A172,1,A191,A201,male,1
A14,12,A32,A43,804,A61,A75,4,single,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,male,1
A13,9,A32,A43,1126,A62,A75,2,divorced/seperated,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,male,1
A14,12,A32,A42,1736,A61,A74,3,divorced/seperated/married,A101,4,A121,31,A143,A152,1,A172,1,A191,A201,female,1
A14,36,A33,A40,10875,A61,A75,2,single,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,male,1
A14,24,A32,A43,1278,A61,A75,4,single,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,male,1
A14,10,A32,A42,2210,A61,A73,2,single,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,male,0
A14,21,A32,A41,5248,A65,A73,1,single,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,male,1
A12,36,A32,A43,2671,A62,A73,4,divorced/seperated/married,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,female,0
A14,18,A32,A42,1533,A61,A72,4,married/widowed,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,male,0
A14,21,A34,A40,12680,A65,A75,4,single,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,male,0
A11,24,A32,A40,4817,A61,A74,2,single,A102,3,A122,31,A143,A152,1,A173,1,A192,A201,male,0
A13,6,A33,A43,683,A61,A72,2,divorced/seperated/married,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,female,1
A11,15,A32,A40,1721,A61,A72,2,single,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,male,1
A11,6,A32,A40,1203,A62,A75,3,single,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,male,1
A11,15,A33,A42,3643,A61,A75,1,divorced/seperated/married,A101,4,A122,27,A143,A152,2,A172,1,A191,A201,female,1
A12,12,A32,A49,841,A62,A74,2,divorced/seperated/married,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,female,1
A14,18,A34,A42,3780,A61,A72,3,divorced/seperated,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,male,1
A12,15,A32,A45,1514,A62,A73,4,single,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,male,1
A11,9,A32,A42,2136,A61,A73,3,single,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,male,1
A11,30,A32,A42,2406,A61,A74,4,divorced/seperated/married,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,female,0
A14,36,A34,A42,7127,A61,A72,2,divorced/seperated/married,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,female,0
A14,4,A34,A40,1455,A61,A74,2,single,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,male,1
A11,24,A32,A43,1987,A61,A73,2,single,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,male,0
A12,20,A33,A41,7057,A65,A74,3,single,A101,4,A122,36,A141,A151,2,A174,2,A192,A201,male,1
A14,42,A32,A43,7166,A65,A74,2,married/widowed,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,male,1
A11,24,A32,A410,1755,A61,A75,4,divorced/seperated/married,A103,4,A121,58,A143,A152,1,A172,1,A192,A201,female,1
A12,18,A32,A41,2779,A61,A73,1,married/widowed,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,male,1
A14,36,A33,A49,7980,A65,A72,4,single,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,male,0
A12,36,A33,A40,8086,A62,A75,2,single,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,male,0
A14,6,A33,A49,1743,A62,A73,1,single,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,male,1
A14,9,A32,A46,3832,A65,A75,1,single,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,male,1
A14,24,A34,A41,5804,A64,A73,4,single,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,male,1
A12,18,A32,A40,5866,A62,A73,2,single,A101,2,A123,30,A143,A152,2,A173,1,A192,A201,male,1
A12,24,A32,A43,5084,A65,A75,2,divorced/seperated/married,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,female,1
A11,24,A34,A41,2957,A61,A75,4,single,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,male,1
A14,12,A34,A46,2096,A61,A74,2,single,A101,3,A121,49,A143,A152,1,A172,2,A191,A201,male,1
A12,36,A32,A46,12612,A62,A73,1,single,A101,4,A124,47,A143,A153,1,A173,2,A192,A201,male,0
A14,6,A30,A40,1204,A62,A73,4,single,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,male,1
A14,10,A34,A42,2146,A61,A72,1,divorced/seperated/married,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,female,1
A12,30,A33,A49,2503,A62,A75,4,single,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,male,1
A12,24,A32,A42,4057,A61,A74,3,divorced/seperated,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,male,0
A14,21,A33,A49,2580,A63,A72,4,single,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,male,0
A12,15,A32,A45,1308,A61,A75,4,single,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,male,1
A11,18,A30,A49,3104,A61,A74,3,single,A101,1,A122,31,A141,A152,1,A173,1,A192,A201,male,1
A11,12,A32,A42,652,A61,A75,4,divorced/seperated/married,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,female,1
A11,18,A31,A42,1553,A61,A73,4,single,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,male,0
A11,24,A32,A40,1285,A65,A74,4,divorced/seperated/married,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,female,0
A14,10,A32,A41,2848,A62,A73,1,single,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,male,1
A12,11,A32,A42,1577,A64,A72,4,divorced/seperated/married,A101,1,A121,20,A143,A152,1,A173,1,A191,A201,female,1
